comment,label
لك من جهة ان شاء بضل حرقة بقلبك وبلاطه ع صدرك و غصة بزلاعيمك الشيخ سعد و من جهة تانيه بضل جالطك اللواء عثمان,normal
نسوانات حساسات الله يوخذنا يا شيخ,normal
بعد هالحادثة لازم الدولة تصدر قرار انو لازم كل ناطور بناية يكون عندو كرش تما يقدر يمرق من فتحة التتخيتة,normal
وطن بحجم وخصوصية لبنان من المستحيل أن نحمله مسؤولية سلامة وتحرير وخصوبة ووحدة أمة بكاملها بينما سواه… ,normal
هلا يجوز ان تبقى تتهجم على كيان الدولة وعلى زعماء العرب ولم تنسجن حتى اليوم لو كان هناك عدل فيجب ان تكو…,normal
لكل دوله رجالها الا وئام وهاب فهو للامارات وايران معا,normal
تخيل قديش لبنان زبالة اذا وش السحارة تبعه جيسيكا عازار,hate
ماذ تتوقعون من أشباه الرجال وماذ تتوقعون من إعلام تلفون العملة,obscene
غريبين أنتم أهل الجزيرة العربية  بتجوا لتعايروا واحد بشكله بتشبهوه لكائن ظريف الشكل والاخلاق يا ريتكم تتعلموا من الكلاب وتصيروا ظريفين بدال الصلف والجلافة والاستعلاء,hate
اشم ريحت زباله يمكن سني حقير هنا,hate
بس بقي قرفنا يا زلمي,normal
السوري عدوك اعرف عدوك الي معاني وزير الخارجيه جبران باسيل نتذكر سويا ماذا فعل الجيش السوري في لبنان,normal
لازم تطبي عالأرض انتي وال وتبوسوا إجر جبران باسيل لان بسببه عم تحصلوا على دعم مالي خليجي,abusive
تفضلوا هاي عيّنة من الظلم يلي خلفوا جبران باسيل والتيار البرتقالي ها نتيجة سكوتنا,normal
لو مواطن عادي بنى خيمة قرميد ليستر عائلته لتحركة كل اجهزة الدولة وعندما تنهب مافيا السلطة الاملاك العامة لا تحرك  ,normal
هؤلاء كلهم لا يردعهم إلا النعال في وجوههم أمراء النجاسة والنفاق والعهر,abusive
جنسهم جبران باسيل وقبص اللي فيه النصيب لك يلعن هيك سياسيين واطيين,hate
جبران باسيل طلع صاحبو للسيد,normal
كول خرا عقبالك لما تجيك صرمايي بخلقتك ,abusive
ليك يا جربوع يا صرمايه يا واطي بس يخلص فلمك بدن بحرقوق حرق وتصير تولول متل النسوان وينك يا عثمان دخيل ا,obscene
ومبسوط فيها ابن الحرام متل بعض السياسيين الي عنا بتنشر عرضو بقلك الدنيه عم تشتي,obscene
خراس يا كديش,abusive
مجرم ارهابي ينادوه بي اميرها وهو انجق صوص يملك المال الحرام وكل افعاله رمي الفتن والقتل والتخريب الى زوال قريبا ,abusive
خراس تضرب بهالراس,abusive
خليك عم تعوي وحدك وما حدا قاريك و ما حدا معبرك خليك عم تعوي وحدك,obscene
النائب العدساني: مكتب وزير المالية طلب من ترشيح خمسة للجمارك واعتبر هذه الممارسات منحرفة,normal
مين قال جريدة الاخبار هههههننن ,normal
لك طول عمركن بتشتموا السعودية وشيوخها وبتسبو الوهابية هلق صارو مناح ايييه الله جمع ووفق ههههههههههه ,normal
عثمان فاسد ويحميه زعيم فاسد آن الاوان لمحاسبة الفاسدين,normal
مان كول هوا ,abusive
عايزين نغير بقا زهقنا مالكلمتين دول وبعد ماتخلص يطلع نوسه يعيدهم وبعدين الكلب اديب ومعاهم كل الكلاب اللى بتنبح قدامك,obscene
لا حول الله يا وئام هههه,normal
مصير الدولة والعهد على محك محاربة الفساد ,normal
اذا معلمي زنديق انت معلمك شو ابن متعة انضب احسن ما كمل القصة يللي بتعجبك ,abusive
لك النظام السوري انتصر وتاج راسك يا درزي يا خاين سد نيعك عمى اللي يعميك,hate
وئام وهاب عميل مأجور عند نظام الاسد انت ومن معك طائفة الموحدين براء منك ومن افعالك بدي قلك شي وخليهم بر,obscene
انتا فلسطيني شو دخلك يازنخ يا ملكوف بالخليج يا جاحد وطنك يا مرتزقك يا كلب,hate
لعنة الله عليك وعلى كل درزى خبيث تمارسون لعبة تبادل الأدوار في لبنان درزى مع ودرزى ضد يهاجم وهذا دأب أقليات الحقد الد ,hate
المخلوقة متنحةقال يا تطبخني يا ترجعني لبيت أهلي,normal
من دمر سوريا هو المجرم القذر بشار الأسد و لسبيا دمرها معمر,obscene
واحد سافل,obscene
هذا أحد أهم عوامل الدمار الداخلي للبلداننا,normal
قواتجي ضبضب,normal
كم انت عظيم حضرة القائد,normal
يالله ولاك كلب عالحظيرة انتهت مهمتك,abusive
@user @user طلع صوتكم يا شاربي بول البعير، شفناكم باليمن سنين و مش قادرين الا عالاطفاال ....تهربون مثل ال… @user,hateful
لا حكومة طول ما جبران باسيل يطمح بالثلث المعطل,normal
الحق عالحجاب,normal
انت لازم يحطوك بدير الصليب  هيدا اذا قبلو فيك لانو بتصير الصرامي تضهر من تمك وتضرب المرضى  الحق على يللي ما كبك بالحبس ,abusive
اتق الله قلت عنهم قطيع زي قطيع الاخوان خرفان يعني قطيعه تقطع لسانك إن قلت ماتخفش وإن خوف ما تقلش صعب ركب سوسته لبؤك,obscene
#غرد_مثل_موقع_القوات حسومات على بول البعير,normal
وقت تشوفوا و تسمعوا جبران باسيل متل لما الشيطان يسمع كلام الإنجيل,abusive
عندما تكون القمة العربية على أرض قرارها مختطف إيرانيا عبر ميليشيا حزب الله,normal
لا وزعلانه ان عنده كرش ومتزوج كثير مع انه ما سوى شي حرام يافاجره يافاسده متبرجه,obscene
هجوم قوي من وهاب لا تدفع إلا للشر ,normal
شكلو محشش ,normal
قال عن دمشق وليس عن دمشق الاسد وهو القائل ديوث الشام وهدهده وكلامه للقائد الضرورة الذي باع,abusive
ارنب وبضلك ارنب ابكي بترتاح يا صرماية,abusive
احترم نفسك,normal
قول والله؟ ,normal
كلامك حق ,normal
تصريح لاحد النواب من حزب الله مشكلة الحكومة ليست عند الوزير جبران باسيل بل عند الرئيس المكلف منطق سياسي سليم ودقيق,normal
ما تبيّن كأنك مأجور مفضوحة صارت الخبرية سورية تشهد أعنف قصف من العدو الصهيوني و انت حاطط راسك بقطر,normal
موظف أمريكي لا يقبضون رواتبهم منذ شهرين بسبب عدم وجود ميزانية عجبا كيف أن الوزير جبران باسيل لم يتدخل بعد,normal
الله يسامحك يا سيد بس طلباتك أوامر,normal
كلاب أهل النار بتحسها اسم ورقة يوغي,normal
هذا المستشار الكلب خنزير ومرتد,obscene
خليك بقضية الخاشقجي شو بدك بالوزير جبران باسيل,normal
كل الميليشيات تكتلت تتواجه جبران باسيل مش غريب ما حدا قدر يلاقي دليل يحارب جبران فيه؟؟ مياومو الإعلام,normal
ايها السادة العرب الوزير جبران باسيل يتكلم باسمه الشخصي,normal
خلص عاد قرفتو سمانا مخترعتش ذره,obscene
العمى شو مثقفة في منك عبصل,abusive
@user @user فئة خنازير,hateful
عماد عثمان رح يدعس راسك أن شاء الله وغدا لناظره قريب,normal
خليك بلبنان شو بدك بغير دول عأساس نحنا دولة عظيمة و مأمنة كل شي لشعبها,normal
الكلاب اللبنانيين يداهمون مخيمات عرسال للاجئين السوريين كلاب وستبقون كلاب,hate
أن الله جميل يحب الجمال وهو بحب القروش,obscene
اتفرج علي الابراشي بيشحتوا شحاته حقّهم بمذله وانكسار موت وفضيحه وجرسه خساره علي شعب رخيص و محدش رخصه غيره,obscene
ههههههههه ولك هس خراس ليش انت بتمون عسرماية بهالبلد لتحكي برؤسا دول روح ارعى غنماتك اكتر من هيك ما فيك تعمل,obscene
فلنصلي ونناشد الرب بلكي بيوعى ضمير المسؤولين ,normal
يا حمار قمة يعني زبالة,abusive
نحنا الأخلاق يا حذيفة ولو,normal
كل عمرن مع الف تهديد يطلعوا دقيقة على شاشات التلفزيون المحلية مش بالعين الخبرية جبران باسيل على ومقابلة عل…,normal
قويه هاي    ,normal
أولا بعد بكير على هل حديث ثانيا الله يطول بعمر فخامة الرئيس العماد ميشال عون,normal
أكيد السياسيين لأن العاهرات أكبر من هيك,abusive
جبران باسيل اذكى وزير  ,normal
ما بكفي الحذاء يجب محاسبتهم جميعا,normal
عمرنا ماتدخلنا بغيرنا ابعدوا كلابكم عنا والمنشار نحطه في ذنبك ياذنب انت ومن يحميك ,abusive
و في رواية أدق ما أزنخ من خلف إلا أبو خلف,obscene
يجب التحرك عل فوركفى تعدي على حقوق الناس شبعنا,normal
اخرسي,obscene
انا حدا مأدبة وبحاول ما اغلط بالحكي بس لمن شوف هيد وهيديك عبداللطيف ما فيني ما قول كول هوا احترامي صفاء,abusive
هاي يا غلن؟إي إنت أول شي ضحكة بقرة معلوفة بمعمل مرتدلة تاني شي يا شريف مكة إنت مع إنو مكة أشرف منك جماعتك شو قدموا ,abusive
@user @user ترة هي مسيحية نولدت بعائلة مسيحية يعني احنا لو ما مولودين بعائلة شيعية الله العالم يجوز هندوس… @url,hateful
يا مشحرة شو منوب انتي كيف بتضهري لبرا ولك فوتي عن البرندا احسن ما يراشقوكي تعون السترات الصفر بالبيض,abusive
@user @user @user كمن فسر الماء بالماء.. ياغبي العالم كله عرف انكم خنازير مو بس السعوديين.. رح الشبك… @url,abusive_hateful
ام ركبه سودا خرسي يا كلبه غسب عنك تنبحي في منشني هههههههه,hate
الحق يقال القمة قمة جبران باسيل وبس رجل كل المراحل رجل اكبر من القمة ومن حضر,normal
نعم ياغبي يا زنديق انعق كما تشاء لانك بلا شرف,obscene
نحنا معك يا كبير,normal
خلص كول هوا  شو سقيل,abusive
الدعم من قبل المنظمات الدولية والعربية، للنازحين،يجب ان يكون لتحفيزهم على الرجوع، والمبدأ الذي اقر في القمة الإقتصادية، ب…,normal
هاد ع فكرة كان صحبة كتير مع جدي وعينه مدير عام الريجي ولما ساووا انقلاب حطوه لجدي بالحبس شوي وبعدين اعتقال جبري,normal
بكره اخوي عشان يحبك لذلك تخيل قديش بكرهك,obscene
الشعب اللبناني عندو اهضم زلمي جبران باسيل و لو انو جاي من المريخ بس مهضوم ما هيك يا جماعة,normal
صحيح بالنسبة لواحد متلك بيعتمد على مصاري ايران لبنان اخر همو,normal
ولكن ماذا إذا كانت #الحملة_على_التحرش تحتوي على هدف خفي تطبيقاً للحكاية القديمة,normal
وفي السودان باسم الدين الان هم يدعمون النظام الذي يقتل شعبه ,normal
تركو تركو قاعد بقلب لخسة,obscene
العاهره متلك بتدعي العفه والحرامي بيحلف بالبراءه ,abusive
مين هني يلي تحت سن ؟,normal
شو يا وهاب ما علقت على القمه اليوم بس كانت على كيف كيفك ,normal
دمشق حانيه العرب والام الرحيم والاب الرؤوف والشقيق الحاضن ولكن العرب طمعوا بها وقسوا عليها وارادوا ذب… ,normal
اخت قطر وخنزير قطر وكل مين بيشد ع ايد خنازير قطر ,hate
عاد الى حضن أنيسة,abusive
ولك وئام وهاب لأزم فخامة الرئيس يشوف شو عم تحكي ولك عيب عيب مبارح شفت بي شو تبرعت يا عيب بشوم عليك خلصنا انت لازم تتحاسب,normal
مو سامعة بهنيبعل القرطاجي,normal
كول هوا كذاب وفاجر وبابوجي أنضف من لحية حسن البنا وايردوغان الماسوني متعهد الشرق الأوسخ الجديد لكن وعد,hate
و انت يا ابو امارات بنفس الزورق معهم ,normal
لعنه الله على هيك حكومات بكفيش الاحتلال,obscene
مع احترامي الك كرمال لا تبقي عايشة بأوهام للمستقبل   هيدا التحالف ماشي مع ميشال عون شخصيا,normal
الله يلعنك ويلعن هيك بلد فاسد مثلك ,hate
سماحتو شيخ العقل ياحماررر ,abusive
@user @user @user @user انت روح اشرب لك كوبين بول البعير بتاعكم وانت تبئه كويس انشاء الله… @user,hateful
الكلب المتلك بيحب يحس حالو ضيع للاسف انت كلب بشار وحسن حارس رقم,obscene
عماد عثمان قاهر ابواق النظام السوري ولما وئام الحمار يحكي,obscene
يا سبحان الله وئام زفت يشتم ف أمير قطر الحين و قبلها كان يمدح فيها و يقول منافق و الله انت المنافق,obscene
لعمى ما اكذب منك الا جريدة الأخبار خراس عند هاالصبح,abusive
شتمت وبعدين عملتلى بلوك عشان مشتمهاش حاجه اخر وساخه تربيه وسخه صحيح معلش يا دكتور متضايقش نفسك,obscene
جبران باسيل وصولي مريض بجنون العظمة نستعد يعمل ايا شي ايا شي للوصول إلى الرئاسة ومن بعدها مستعد يعمل أيا شي ليكبر و…,abusive
دولة كل مين ايدو اله,normal
مشاركة شيخ الغريب لم تأت من وراء ثقلك ومن معك  يا كبير     أتت من مشغليك في الغرف السوداء ونواياهم الإجرامية لزرع,normal
واعلم ان العديد من اللبنانيين يعملون فيهافارجوك عادي من شئت اما لبنان الرسمي فلا يستطيع معاداة احد سوى الكيان الصهيوني ,normal
انتي مين لكشك يا صرماية,abusive
طز بهيك دولة والف طز بالحريري الفاسد,hate
كلام جواهر كبير معالبك ,normal
يعني ةلمسيحي ما بيتعاطا مخدرات و ما بيتاجر لكن ابن مستشار جبران باسيل يلي نكمش و طلع بواسطة من الوزير كا…,normal
ما في حق بيضيع وخاصة حق المظلوم الله يحميك يا كبير,normal
باسيل من سنة معمّر بنايات ورقم ليس للمبالغة المشروع القديم بنايات والجديد بالبترون وأنا شخصياً بعرف أشخاص شاريي,normal
ما بيستقو الا على لضعاف ,normal
يا أستاذ وئام اذا البحر بيحلى بيبطل في فساد بل البلد هلاء انتى مصدق لح ليكافحوا الفساد,normal
أسوأ شعور لما تحس حدا عم يسرقك ومش قادر توَقفه لأن بيوَقفك 😎,normal
يا زلمي لو طالع بإيدك شي كنت مش عم تعوي هيك من مك جمعة خلصنا بقى,abusive
من آخر ما تفتق به ذكاء جبران باسيل ودهاؤه السياسي اقتراح تشكيل حكومة من وزيرا بلا علوي يكون فيها وزراء سنة يعطى واحد م…,normal
يا عنتر مين عنترك العقاب لوهاب وهاب قاتل ابو دياب,normal
الأكثر حضوراً على المسرح يكون الطبال اسم الله حولك حضورك دائم ومستمر طبال بحجم طرطور,abusive
اللي بيسمع هالمزايدات على جبران باسيل بفكر انو فوزي صلوخ او عدنان منصور كانوا يطلعوا كل يوم يحكوا بازالة اسرائيل من الو…,normal
ما حدا شايفاك بس حسن نصرالله يقول خراس بتخرس,abusive
على مين بعدك عم تضحك؟ خلص بيّن معدنك والناس عرفوك على حقيقتك العقاب لوهاب وهاب قاتل ابو دياب ,normal
@user هذ عن طريقتكم يا كلاب المجوس ( طبعآ لا يهمكم الدمار المهم طهران وموكب الحسين يا انجاسس (( لولا انتم ما… @url,hateful
وليد جنبلاط يتحدث عن الشيطان الاكبر والشيطان الاصغرالظاهر نسي يذكر انو هو ابو الشياطين كلها ,abusive
بس يا عاهة,abusive
ومن اللي رجع سفارته في دمشق ؟ اغبياء انتو؟؟؟,normal
تنبيه : الا كنا تنضحكو على الصفارة راه لا يعني اننا مع التحرش، أبدا، غير بان لينا هاد التصفار طقس جديد من طقوس ال… @url,normal
منشار,normal
صرت منبهك الف مرة ما تقل بالعشا ويطلعلك اللواء عثمان يكوبسك بلش باللبنه والله رح تنفعك تعود عليها من هل… ,normal
معظم القواتجية صهاينة,normal
الناس آراء وأذواق قاعدين على الشط عم نطلب كوكتيلات لحتى تقوليلي أذواق صار قتل نص مليون وشلّ وإعتقال قدهن وتهجير مليون بني آدم أذواق,normal
من يستحقها ، الاقوى في بيئته اعتقد واجزم أن جبران باسيل سيكون الاقوى من ناحية التمثيل النيابي,normal
سيد العاقلين سيدي العزيز وئام وهاب يجب طرد الشر من بيننا سيد قرضاوي الاول فزاعة الامة,normal
أن ننسى لا ننسى شهداء الدامور ال الذين سقطوا…,normal
حسبي الله عليكي يا بعيدة خربتي على الكل الله يصلح حالك,obscene
ما شاء الله مثل القمر كثير طالعه حلوه,normal
وطن يحتاج الى شعب جديد، لانو البشر بتروح وبتجي بس الارض والوطن باقي رغم فساد القوم يلي حاكم فيه هلاء,normal
انت اول واخر عاهر وبوق ارهابي للمجرم بشار ورئيس عصابة ولي الفقيه انت احقر انسان واتفه بشر خرااا علي ابو… ,abusive
@user يا رب تولعي بجاز وسخ جمب بنزينة انفجرت وفي نفس ذات الوقت يعدي أتوبيس سياحي فاخر يهرسك ف الاسفلت قادر… @url,hateful
الرعاع وشاربوا بول البعير متى عىفتم كرة القدم لكي تتحدثوا عن لاعب دفع شيخكم تركي الكثير لجلبه وهو حاء حبا في الكعبة… @url,hateful
الدولة بتتمنى عالشعب ما ينق كتير اذا شاف طرقات تجعلكت عالعاصفة، كله بالكَوي بيتزبّط ,normal
هههههه ما تقلي جبران باسيل,normal
مناسبة اغتيال الصحفي السعودي خاشقجي رحمه الله لايسعني الا ان اقول يلعن روحك يا حافظ على روح ابنك بشار على روح الي خلفك,abusive
نتمنى من فخامة الرئيس متابعه هذه القضية ف عماد عثمان مجرم,abusive
لك ضَل حدا ما بعبص بهالبلد كرمال هالجحش يلعن روحك انت وأبوك,obscene
هلق السعوديه والامارات مناح حيرتن والله كلن اخرى من بعض,hate
انت بدك طبيب نفسي ,abusive
مساء الخير معاليك,normal
لا شمعون ولا بشير جبران باسيل هو جبران باسيل,normal
رئيس حكومي فاشل ,normal
اتحفنا يا فلته زمانك ما هو الانجاز,obscene
خنازير ال البيت الرافضية @url,hateful
ولك انت ومعلمينك شو مستواكم يا رخاص انقبر اطلع من الصفحة,abusive
لاول مرة بتفق معو لانو كلامو صح مية بالمية     ,normal
مش دفاعا عنه ولكن ليس بيده دماء أبرياء بينما اكثر زعماء لبنان مجرمين حرب سابقين و لص… ,normal
اتمنى ان ترحل عنا فانتا لستا منا ولا تمثلنا حاله شاذه يا حقير العقاب لوهاب وهاب قاتل ابو دياب ,abusive
كلما كثر منتقديك تكون انت المحق دعهم بغيظهم يموتون سوريا تنتصر وحلفائها يحتفلون والسعودية تذل وحلفائها,normal
انت كلب لكن دامك رخيص ماهي مشكلة نعطيك لقمة العيش ولا أوصيك ياالرخيص عليك ف قطر سبها لأنك منت فالح ف غير السب   ,abusive
التعليقات خوتة فظيعة,normal
ليه بتحب تجيب البهدلة لحالك,normal
خنازير أمريكا الأرهابيين يقتلون المسلمين العزل @url,hateful
تشرفنا يا خنزير علي الأقل ننال شرف القضاء علي ارهابي نجس مثلك ونريح العال,obscene
احلا زلمة والله,normal
شماتة ايه بس هو لما نشاور ع غباء المسؤلين يبقى شماتة,obscene
نصاااب كلب لبناني عميل لحزب الشيطان,hate
فشرت برقبتك يا واطي تاريخنا و حاضرنا و شعبيتنا و مستقبلنا بيسوا رقبتك يا عديم الاخلاق ,abusive
نحن نفتخر بسماحة الشيخ نصر الدين الغريب شيخ عقل طائفة الموحدين الدروز صاحب الأيادي البيضاء ونعتز به كممثل,normal
كول هوا مرة تانيي وحلوا عن طيزو وطيزنا ومقلعين شوكنا باءيدينا ملا صرماية,abusive
اسم الله عليك شعلت زكا,normal
نعم ياغبي يا زنديق انعق كما تشاء لانك بلا شرف,abusive
طز,obscene
متدققيش فب الصورة بلاش تتوحمي,obscene
اردوغان دمو بترول بالفطرة السيسي سفن أب,normal
اه يا هبيلة غنم,obscene
لا تندهي يا رابعة ما في حدا,normal
ولك يا شيعي يا ساقط يلي الماما جابتك بالمتعه روح شوف ابوك وين بطهران سايقلي فيها الشرف,obscene
سمعت بك صباب القهوه عند وليد بيك وماصدقت لكن لان بدون شك صادق,obscene
ما ذال بتحب سورية بشار هل قد نقبر روح قعود هونيك وما تفرجينا صورت وجك,abusive
جبران باسيل يغرّد عن رحيل مي منسى لبنان سيفتقد روحك الجميلة,normal
خليك فيه عيشي فيه وخليكي تذكريه يحلا وبرك,abusive
سليل الحسب فعلا سليل الجحش ابن الجحش ابن الوحش سليله حيونه بامتياز,abusive
احكي مع الرئيس ولا ما بتسترجي بس شاطر تهاجم الرئيس سعد رفيق الحريري ,normal
منطقة منزوعة السلاح بحماية روسية تركية يمكن ان يلجأ اليها اللاجئون,normal
وهيدي صورة للحبايب يللي جالطينك صبح وظهر ومسا ,normal
مع إنطلاق هذا الأسبوع ستولد الحكومة وكل المصادر تؤكد ذلك معالي الوزير جبران باسيل سيعود اليوم من فرنسا وسيلتحق به الرئيس,normal
ما في واحد بلبنان بشوف حردبتو ,normal
وزارة الاشغال المبادرة الفردية من ميشال ضاهر لإنارة ضهر البيدر عمل مشبوه هدفه إنارة مشوار جبران باسيل الى دمشق قريباً ,normal
شو صار بالاخبار المقدّم ضد حضرتك من قبل مجموعة من المحامين بجرم اثارة الفتن والتعرض للسلم الأهلي؟ ,normal
كيلو بويا عوجك و مبيني ختيارة,abusive
صهيوني براسك يا صرماية,obscene
جبران باسيل الوزير الملك تحياتي لك صديقي الطيب,normal
يا حمار هي شركات الطيران مقاطعة الأجواء السورية خايفة من حيونتكم يعني الخسارة الكن يا بهيم,obscene
احقر و اتفه الناس انت يا وهاب ,abusive
اذا الله عاطيهم ذكاء بالعيلة ومش عاطيكم شو ذنبهم,normal
شابك على نت بيتنا و بتحكيلي كول هوا ؟ طيب هياني نازل,abusive
متابعةً لزيارة الوزير جبران باسيل الى وارسو، عقدنا هذا الصباح إجتماع عمل بمعية مدير عام وزارة الزراعة أ لويس لحود وحضور السفير…,normal
رئيس الشيشان الكلب,hate
ماعندي مشكلة بأن تخفي عني تفاصيل حياتك، ولا عندي مشكلة لو قلتها وكانت منحرفة ومتطرفة؛ المشكلة إنك تختار تكذب في الوقت اللي تقدر تنطم فيه.,normal
انت كول هوا نحن حرين إنتوا أعداء الله والإنسانية على الأرض,abusive
نريد وطن ولاء شعبه وحكامه ومسؤوليه للوطن نريد وطن يعيد لابنائه امواله المنهوبة انا لتشريع قانون استعادة الاموال المنهوبة,normal
يخدك وياخدو بشي صندوق على سوريا,abusive
انو هالزلمة الأستاذ جن بلاط مش عارف حالو شو بدو طيب حدا يعلمو ع شي شغلة يلتهي فيها ويفلقنا بريحة طيبة يا قرد ,abusive
خليك مخبأ ب الجاهلية ,normal
ونعم بالله,normal
كلما كثر منتقديك تكون انت المحق دعهم بغيظهم يموتون سوريا تنتصر وحلفائها يحتفلون والسعودية تذل وحلفائها  ,normal
من لأخر شو بدك يا سعدانة مقهورة انو نحن الشيعة موحدين وايد وحدة وانتو مقسومين وفايتين ببعضكن وبتكرهو بعض وبتحكوا وبتغدرو بعضكن  يلا خليكن مقسومين انتو المسيحيين وانشغلو ببعضكن,abusive
ستموت بحسرة الخواجه ولن يعطيك شرف التحدث معه وابتزازه ايها الازعر السفيه ضبضب ,abusive
و انت وين لزم تكون,normal
عادي عالاقل محتواه بضحك وبايخ مش بيض وكرنج,obscene
طول عمره اصيل وصاحب واجب اخو المطبلة الله يخزيه ويحرق روح ابوه,obscene
لم ترى عيني أعهر من مسيحي لبناني يقف جنباً الى جنب مع حسن نصر الشيطان وجماعته,hate
اخذوه حزب الشيطان,hate
شو اخبار منشار الخاشقجي يا ديموقراطيين,normal
اول شي فشر انك تكون عزيزي,normal
وئام وهاب دون كيشوت لبنان الا انه معدل حيث ان دون كيشوت الحقيقي كان رجل نبيل يتخيل ما لا وجود له,normal
مابعمركم انتو رح بتحبو بعض لعالم عم بتخطط كيف تقضي علينا وانتوا بزعماتكم لمزيفه بتخرضو لشارع ع بعض كلكم…,normal
عايزه تخصى العالم كله عشان متجوزتيش يا بايره,obscene
ضحكة بلا سنان,obscene
نحن اللبنانين ما بدنا يسلمو سلاح للدولة لان شايفين كتير منيح الدولة شو عم تعمل بالشعب روح كول هوا و نام احسن,abusive
معاليك معود عالصرامي صار بدك تحكي بالسندات و الاستثمار خليك لا تعرف اريحلك ,abusive
وهاب مع الحكومة الجديدة يجب أن يكون ملف إقالة اللواء عثمان على الطاولة لبنان ,normal
هلق اذا انت واخواتك حمير في بيوت ولادها شاطرين ما تعممي تجربتك على الغير ,abusive
البرنس اللي قالها جزمته برقبه امك عارف امك ياله والا اجبلك عمك مرتضي منصور يفكرك بالمفضوحه يوووو قصدي المرحومه يابن العالمه,obscene
معقول أحمد ياسين عم يشتغل مستشار اعلامي لمعالي وزير الخارجية جبران باسيل,normal
يلعن الأسد,abusive
كلمات رائعة جداً,normal
ربنا ياخدكم,obscene
خلص يلا عمول متل وليد المعلم وامحيها عن الخريطة هههههههههه ,normal
روح انقبر ضب حالك,obscene
قطر حضرت على الأقل نقطة لصالحها لماذا لم يحضر الآخرون؟ ,normal
جبران باسيل رجل عنيد يطالب بإسترداد حقوق المسيحيين التي أخذت منهم في الطائف لهذا هو مكروه من ترويكا الطائف والفساد,normal
الحكومة السعودية تعلن عن طلب مناقصات لحفر قنال على طول الشريط الحدودي مع كندا,normal
جبران باسيل من حق اسرائيل ان تعيش بسلام بين جيرانها وبالامس من حق اسرائيل ان تضمن امنها,normal
اولا جبران باسيل اخطأ وهالشي محسوم وما حدا يحاول يترجم,normal
ههههههههههه من يقول هذا جبران باسيل المسيحيين يريدون تطبيعاً من فوق الطاولة,normal
كس اختك يابدوي متخلف شارب بول البعير اكل الضبان والزواحف,abusive
الشعوب التي ترى حريتها في عبوديتها لا تستطيع اخراج قيادات لها، وانما تخرج خنازير ينهشونها بالاستعراض والتملق والتسحيج,obscene
ليك شو في بينك وبين تركيا؟ حل عن طيز تركيا ,abusive
كيف تستقبلون هالشي وهذي علومه ادري انت احقر منه يا وئام الكلب ياذنب بشار وحسن خرا      لكن للامانه ي… ,abusive
المهم نحنا فينيقيين مش عرب واللاجئين السوريين ما بيشبهونا,hate
طرمب اول مبارح سننسحب فوراً من سوريا طرمب مبارح سننسحب خلال ثلاثة أشهر من سوريا طرمب اليوم سننسحب خلال فترة طويلةمن سوريا طرمب بكرة لن ننسحب من سوريا طرمب بعد بكرة أبوكم على أبو سوريا,normal
مافي حي بينطر حي يمكن انت تموت قبل شو بعرفك   ,normal
طز فيك و باللقاء تبعكن لقاء الأوباش و قطاع الطرق إن دعوت شيخ عقل الإقطاع الارسلاني هو تدخل بشؤون طائفة الم… ,abusive
@user مو كل وحده طلعت متبرجه قلتم سعوديه اغلبهم مجنسين اصولهم ليست سعوديه,normal
كثروا المنافقين اصحاب المصالح   هاذا اكبر كلب لأيران في لبنان ، تابع هالفديوا وتعرف هالمرتزق ,abusive
سلمت و سلم لسانك,normal
كول هوا وطلع ع شغلتك,obscene
مين جاب سيرة عقدة أغلبية الشعب اللبناني جبران باسيل؟,normal
والله انتي ادرى اكيد بتشوفي اللي على اليمين لما بيروحلك بالليل ولا ايه؟,obscene
جبران باسيل ما بينحب,normal
منحرفة مو بس مايلة,obscene
هيك بجم بدن هيك مسرطن .طز بهيك شعب وهيك دولة وهيك قضاء,hate
يعني حمار وعارف أن الفلوس لسيدك حسن الزباله,abusive
وانت رفعة شي هههه ,normal
والله يكفينا شر الحريم,hateful
الجرذ جبران باسيل يفتل عضلاته بوضعه لوحة في المنبر الرئيسي لاجتماع القمة كتب عليها وزير الخارجية مخالفا لما جرت علي…,abusive
إستاذ طلال، شخص بعمرك ما بتستحي تحكي هيك حكي؟ في شي شخص استرجى يحكي ضد إسرائيل على ال متل ما حكي جبران باسيل؟,normal
انت حثالة,abusive
كلنا معك يا بطل هيدي هيي الرجوله بيضل عموقف واحد مش بيبروم ليحمي حالو ومصالحو اتعلمو من وئام وهاب الشرف,normal
أعوذ بالله يمكن اليونايين النور الألمان ما بيعملوها أبداً أعوذ بالله,hate
عماد عثمان الخواجا سعد راح يجيبولك جلطة ارحم روحك,normal
قصدك اغلبية الرقاصين اللى نزلوا رقصوا وطبلوا قدام اللجان,obscene
شعب فاسد وانتم افسد,hate
يا باريس انت حمار ولا بتستحمر,abusive
خرا عليك وعليه,obscene
يا جماعة انا كمان بشوف عبارة يلعن روحك يا حافظ مبتذلة ومسفة وتظهر عجز المعارضة المتأسلمة وارتهانها للماضي وأفضل استبدالها بعبارة خراي في قبرك يا حافظ,obscene
فيه ناس   تعتبر عباية الكتف تبرج وفيه ناس ماتشوف كشف الوجه تبرج… @url,normal
عزيزي انا شخصيا سألت جبران باسيل وقلي السبب غياب التوازن الطائفي ما حكي بشي تاني ابدا,normal
الحذاء هو الرد المناسب,normal
